lvl-325,0.0
lvl-842,0.0
lvl-863,0.0
lvl-850,0.0
lvl-777,0.0
lvl-705,0.0
lvl-607,0.0
lvl-129,0.0
lvl-675,0.0
lvl-864,0.0
lvl-867,0.0
lvl-644,0.0
lvl-329,0.0
lvl-537,0.0
lvl-274,0.0
lvl-571,0.0
lvl-709,0.0
lvl-875,0.0
lvl-175,0.0
lvl-786,0.0
lvl-529,0.0
lvl-681,0.0
lvl-821,0.0
lvl-737,0.0
lvl-507,0.0
lvl-515,0.0
lvl-291,0.0
lvl-109,0.0
lvl-959,0.0
lvl-522,0.0
lvl-843,0.0
lvl-505,0.0
lvl-783,0.0
lvl-351,0.0
lvl-914,0.0
lvl-630,0.0
lvl-179,0.0
lvl-330,0.0
lvl-80,0.0
lvl-800,0.0
lvl-104,0.0
lvl-729,0.0
lvl-382,0.0
lvl-751,0.0
lvl-221,0.0
lvl-689,0.0
lvl-380,0.0
lvl-790,0.0
lvl-465,0.0
lvl-886,0.0
lvl-454,0.0
lvl-252,0.0
lvl-283,0.0
lvl-26,0.0
lvl-715,0.0
lvl-960,0.0
lvl-727,0.0
lvl-496,0.0
lvl-189,0.0
lvl-52,0.0
lvl-653,0.0
lvl-678,0.0
lvl-634,0.0
lvl-645,0.0
lvl-357,0.0
lvl-263,0.0
lvl-405,0.0
lvl-589,0.0
lvl-348,0.0
lvl-66,0.0
lvl-131,0.0
lvl-686,0.0
lvl-922,0.0
lvl-887,0.0
lvl-513,0.0
lvl-514,0.0
lvl-512,0.0
lvl-100,0.0
lvl-262,0.0
lvl-211,0.0
lvl-184,0.0
lvl-585,0.0
lvl-498,0.0
lvl-177,0.0
lvl-641,0.0
lvl-791,0.0
lvl-108,0.0
lvl-363,0.0
lvl-312,0.0
lvl-364,0.0
lvl-261,0.0
lvl-954,0.0
lvl-2,0.0
lvl-161,0.0
lvl-233,0.0
lvl-130,0.0
lvl-163,0.0
lvl-316,0.0
lvl-511,0.0
lvl-256,0.0
lvl-635,0.0
lvl-662,0.0
lvl-845,0.0
lvl-925,0.0
lvl-313,0.0
lvl-832,0.0
lvl-806,0.0
lvl-209,0.0
lvl-859,0.0
lvl-228,0.0
lvl-873,0.0
lvl-99,0.0
lvl-481,0.0
lvl-784,0.0
lvl-779,0.0
lvl-658,0.0
lvl-121,0.0
lvl-908,0.0
lvl-449,0.0
lvl-54,0.0
lvl-285,0.0
lvl-935,0.0
lvl-697,0.0
lvl-794,0.0
lvl-977,0.0
lvl-3,0.0
lvl-368,0.0
lvl-428,0.0
lvl-282,0.0
lvl-394,0.0
lvl-984,0.0
lvl-456,0.0
lvl-801,0.0
lvl-214,0.0
lvl-21,0.0
lvl-684,0.0
lvl-952,0.0
lvl-888,0.0
lvl-245,0.0
lvl-360,0.0
lvl-479,0.0
lvl-932,0.0
lvl-687,0.0
lvl-788,0.0
lvl-757,0.0
lvl-499,0.0
lvl-673,0.0
lvl-94,0.0
lvl-812,0.0
lvl-903,0.0
lvl-752,0.0
lvl-898,0.0
lvl-96,0.0
lvl-311,0.0
lvl-561,0.0
lvl-778,0.0
lvl-840,0.0
lvl-612,0.0
lvl-217,0.0
lvl-549,0.0
lvl-65,0.0
lvl-390,0.0
lvl-355,0.0
lvl-34,0.0
lvl-865,0.0
lvl-664,0.0
lvl-187,0.0
lvl-848,0.0
lvl-384,0.0
lvl-815,0.0
lvl-212,0.0
lvl-300,0.0
lvl-677,0.0
lvl-599,0.0
lvl-488,0.0
lvl-955,0.0
lvl-438,0.0
lvl-704,0.0
lvl-249,0.0
lvl-477,0.0
lvl-708,0.0
lvl-750,0.0
lvl-958,0.0
lvl-805,0.0
lvl-827,0.0
lvl-534,0.0
lvl-792,0.0
lvl-862,0.0
lvl-552,0.0
lvl-471,0.0
lvl-20,0.0
lvl-611,0.0
lvl-906,0.0
lvl-826,0.0
lvl-665,0.0
lvl-742,0.0
lvl-707,0.0
lvl-964,0.0
lvl-44,0.0
lvl-35,0.0
lvl-564,0.0
lvl-510,0.0
lvl-628,0.0
lvl-578,0.0
lvl-817,0.0
lvl-535,0.0
lvl-526,0.0
lvl-135,0.0
lvl-8,0.0
lvl-333,0.0
lvl-971,0.0
lvl-286,0.0
lvl-402,0.0
lvl-127,0.0
lvl-30,0.0
lvl-349,0.0
lvl-188,0.0
lvl-395,0.0
lvl-829,0.0
lvl-632,0.0
lvl-547,0.0
lvl-126,0.0
lvl-725,0.0
lvl-396,0.0
lvl-592,0.0
lvl-383,0.0
lvl-756,0.0
lvl-400,0.0
lvl-907,0.0
lvl-603,0.0
lvl-819,0.0
lvl-674,0.0
lvl-536,0.0
lvl-902,0.0
lvl-160,0.0
lvl-728,0.0
lvl-766,0.0
lvl-429,0.0
lvl-56,0.0
lvl-281,0.0
lvl-926,0.0
lvl-425,0.0
lvl-861,0.0
lvl-720,0.0
lvl-393,0.0
lvl-502,0.0
lvl-18,0.0
lvl-322,0.0
lvl-437,0.0
lvl-162,0.0
lvl-567,0.0
lvl-598,0.0
lvl-782,0.0
lvl-309,0.0
lvl-216,0.0
lvl-25,0.0
lvl-299,0.0
lvl-874,0.0
lvl-434,0.0
lvl-391,0.0
lvl-530,0.0
lvl-838,0.0
lvl-855,0.0
lvl-310,0.0
lvl-441,0.0
lvl-541,0.0
lvl-469,0.0
lvl-618,0.0
lvl-389,0.0
lvl-835,0.0
lvl-670,0.0
lvl-946,0.0
lvl-16,0.0
lvl-584,0.0
lvl-617,0.0
lvl-327,0.0
lvl-929,0.0
lvl-699,0.0
lvl-616,0.0
lvl-76,0.0
lvl-944,0.0
lvl-970,0.0
lvl-895,0.0
lvl-155,0.0
lvl-657,0.0
lvl-288,0.0
lvl-55,0.0
lvl-915,0.0
lvl-706,0.0
lvl-352,0.0
lvl-453,0.0
lvl-181,0.0
lvl-86,0.0
lvl-113,0.0
lvl-183,0.0
lvl-924,0.0
lvl-521,0.0
lvl-555,0.0
lvl-733,0.0
lvl-572,0.0
lvl-654,0.0
lvl-227,0.0
lvl-866,0.0
lvl-443,0.0
lvl-833,0.0
lvl-841,0.0
lvl-590,0.0
lvl-153,0.0
lvl-648,0.0
lvl-176,0.0
lvl-753,0.0
lvl-423,0.0
lvl-118,0.0
lvl-846,0.0
lvl-91,0.0
lvl-111,0.0
lvl-986,0.0
lvl-459,0.0
lvl-269,0.0
lvl-128,0.0
lvl-296,0.0
lvl-436,0.0
lvl-981,0.0
lvl-937,0.0
lvl-461,0.0
